Question,Answer
Đình Ngọc Canh có kiến trúc gì đặc biệt?,"Đình Ngọc Canh có kiểu thức kiến trúc tương tự đình Hương Canh, rất đồ sộ, cột lớn kết cấu vững chãi. Hiện đình còn nguyên 3 toà kiến trúc bố cục như hình chữ “vương”, tiền tế 5 gian dài 20m, rộng 7,10m; đại đình 5 gian 2 dĩ dài 24m, rộng 15,50m; hậu cung 5 gian dài 10m, rộng 7,30m."
Đình Ngọc Canh thờ ai?,"Đình Ngọc Canh thờ chung 6 vị thành hoàng: Thiên Sách Vương Ngô Xương Ngập - con trai cả của Ngô Quyền, Nam Tấn Vương Ngô Xương Văn - con thứ của Ngô Quyền, Linh Quang Thái Hậu Dương Thị Như Ngọc - vợ Ngô Quyền, A Lữ nương nương Dương Phương Lan - vợ thứ Ngô Quyền, Thị Tùng phu nhân Phạm Thị Uy Duyên - vợ Thiên Sách Vương Ngô Xương Ngập, Đông Ngạc đại thần Đỗ Cảnh Thạc - tướng và là cháu ngoại Ngô Quyền."
"Đình Ngọc Canh có những gian, tòa nào?","Đình Ngọc Canh có 3 tòa kiến trúc bố cục như hình chữ “vương”, tiền tế 5 gian, đại đình 5 gian 2 dĩ, hậu cung 5 gian."
"Chi tiết về các bảo vật, hiện vật?","Đoạn văn không đề cập đến các bảo vật, hiện vật cụ thể."
Chi tiết về các lần tu sửa?,"Đình Ngọc Canh và các di tích thuộc thị trấn Hương Canh đã và đang được Nhà nước quan tâm lập dự án trùng tu tôn tạo nhằm bảo quản, gìn giữ kiến trúc cổ truyền và các tác phẩm điêu khắc dân gian."
Đình Sơn Bao thờ ai?,"Đình Sơn Bao thờ ba vị thành hoàng là: Tản Viên Sơn Thánh, Cao Sơn Đại Vương, Quý Minh Đại Vương."
Những ngôi chùa nào thờ đức thánh Tản Viên?,"Đoạn văn không đề cập đến chùa nào thờ đức thánh Tản Viên, chỉ đề cập đến việc đình Sơn Bao thờ Tản Viên Sơn Thánh."
Đình Sơn Bao tọa lạc tại vị trí nào?,Đình Sơn Bao tọa lạc tại làng Bầu-Liên Bảo-Vĩnh Yên.
Đình Sơn Bao được xây dựng từ khi nào?,Đình Sơn Bao được khởi xây dựng từ đời vua Cảnh Hưng năm thứ 18 – 1758.
Đình Sơn Bao xây dựng vào thời đại nào?,Đình Sơn Bao xây dựng vào thời vua Cảnh Hưng.
Đình Sơn Bao đã qua bao nhiêu lần tu sửa?,"Đình Sơn Bao đã trải qua nhiều lần tu sửa, bao gồm lần tu sửa sau khi bị ném bom năm 1943, dựng lại đình tạm năm 1952 sau khi bị đốt phá, và xây dựng lại vào những năm 1990 và 2004."
Diện tích của đình Sơn Bao là bao nhiêu?,"Diện tích sử dụng của đình Sơn Bao là 109,5m2."
"Đình Sơn Bao có những bảo vật, hiện vật quý giá nào?","Hiện nay đình Sơn Bao chỉ còn lưu trữ được một bia đá khắc chữ: “ Hậu thần bi kí”. Hiện vật mới gồm: đồ gỗ, đồ sứ, đồ đồng như ngai thờ, đài nước, hạc đứng trên lưng rùa, hạc nhỏ, án gian, kiều dài, hoành phi câu đối, bộ chấp kích, trống, chuông, đỉnh đồng …"
"Đình Sơn Bao có những gian, tòa nào?","Hiện nay đình Sơn Bao có quy mô 3 toà tiền tế 3 gian 2 dĩ, trung tế 3 gian và hậu cung 1 gian."
Chi tiết về các lần tu sửa?,"Năm 1943, khu vực đình bị ném bom gây hư hại cho đình. Sau đó nhân dân đã tiến hành tu sửa lại. Năm 1951 thực dân Pháp tiến hành xây lô cốt tại khu vực núi Bàu, chúng cho đốt phá ngôi đình cổ, năm 1952 nhân dân đã tiến hành dựng lại đình tạm bằng tre, gỗ để thờ cúng thành hoàng. Đầu những năm 1990 của thế kỉ XX, được sự quan tâm của Đảng, chính quyền các cấp. Nhân dân làng Bàu đóng góp tiền của công sức để xây dựng tại ngôi đình Sơn Bao gồm 2 toà kiểu chuôi vồ, năm 2004 xây dựng thêm 3 tòa tiền tế gan dĩ."
"Chi tiết về các bảo vật, hiện vật?","Hiện nay đình Sơn Bao chỉ còn lưu trữ được một bia đá khắc chữ: “ Hậu thần bi kí”, bia một mặt, dài 74cm, rộng 38cm, dày 10cm gồm 12 dòng chữ mỗi dòng có 3 đến 28 chữ. Bia được tạo từ năm Vua Cảnh Hưng thứ 19. Hiện vật mới gồm: đồ gỗ, đồ sứ, đồ đồng như ngai thờ, đài nước, hạc đứng trên lưng rùa, hạc nhỏ, án gian, kiều dài, hoành phi câu đối, bộ chấp kích, trống, chuông, đỉnh đồng …"
Vị Đức thánh Tản Viên được mô tả như thế nào?,"Nguyễn Tuấn (Tản Viên Sơn Thánh) được mô tả là người thông minh tài trí, đức độ, anh hùng. Ông có gậy thần và ước thư, thường cứu hoạ đem phúc cho đời."
Đình Thổ Tang được xây dựng từ khi nào?,Đình Thổ Tang được tạo dựng từ thế kỷ XVII.
Đình Thổ Tang xây dựng vào thời đại nào?,"Đình Thổ Tang được xây dựng từ thế kỷ XVII, trải qua thời gian, đến nay còn bảo lưu được tương đối nguyên vẹn kiểu thức kiến trúc thời Hậu Lê."
Đình Thổ Tang thờ ai?,Đình Thổ Tang thờ danh tướng Lân Hổ.
Những ngôi chùa nào ở tỉnh Vĩnh Phúc?,"Không có thông tin về chùa trong đoạn văn, chỉ có thông tin về đình Thổ Tang."
Đình Thổ Tang được xây dựng từ vật liệu nào?,Đình Thổ Tang có 60 cột làm bằng gỗ tốt đại khoa. Nền đình bó đá xanh xung quanh.
"Đình Thổ Tang có những gian, tòa nào?","Đình Thổ Tang gồm hai toà kiến trúc bố cục theo hình chữ ""đinh"". Đại đình 5 gian 2 dĩ 6 hàng chân, hậu cung 2 gian."
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,"Không có thông tin về chùa trong đoạn văn, chỉ có thông tin về đình Thổ Tang là di tích được xếp hạng quốc gia."
Diện tích của đình Thổ Tang là bao nhiêu?,"Nền đình dài 25,80m, rộng 14,20m."
Đình Thổ Tang tọa lạc tại vị trí nào?,"Đình thuộc thị trấn Thổ Tang, huyện Vĩnh Tường, tỉnh Vĩnh Phúc."
Đình Thổ Tang có ảnh hưởng như thế nào đến cộng đồng địa phương?,"Đình Thổ Tang là trung tâm để tổ chức lễ hội cùng những trò diễn, hèm tục tưởng niệm về vị tướng tài Lân Hổ và cuộc kháng chiến chống giặc ngoại xâm bảo vệ đất nước của dân tộc ta thời Trần."
Đình Thổ Tang có kiến trúc gì đặc biệt?,"Đình Thổ Tang được xây dựng với quy mô đồ sộ, gồm hai toà kiến trúc bố cục theo hình chữ ""đinh"". Đại đình 5 gian 2 dĩ 6 hàng chân, hậu cung 2 gian. Toàn đình đếm được 60 cột, làm bằng gỗ tốt đại khoa. Kết cấu kiến trúc kiểu tứ trụ, chồng rường giá chiêng, gia cố bền chắc."
Đình Tiên Canh có kiến trúc gì đặc biệt?,"Đình Tiên Canh có kiến trúc giống đình Hương Canh và Ngọc Canh, nhưng diện tích lớn hơn. Đặc biệt, chạm trổ ở cửa võng đình Tiên Canh là kiệt tác độc đáo về chạm khắc gỗ cổ dân gian ở Vĩnh Phúc cuối thế kỷ XVIII, với đề tài chủ đạo là hình rồng."
Đình Tiên Canh được xây dựng từ vật liệu nào?,"Đình Tiên Canh được xây dựng trên bộ khung kiến trúc gỗ đồ sộ, vững chãi."
"Đình Tiên Canh có những gian, tòa nào?","Đình Tiên Canh có tiền tế 5 gian, đại đình 5 gian 2 dĩ, và hậu cung 5 gian 2 dĩ."
"Chi tiết về các bảo vật, hiện vật?","Đình Tiên Canh có các chạm khắc, trang trí với kỹ thuật điêu luyện, nội dung tinh tế, tả cảnh sinh hoạt của con người, các con vật vũ trụ, tứ linh, kìm nghê và hoa lá cách điệu, như ở cửa võng hậu cung, các bức cốn nách, đầu bẩy. Đặc biệt là hệ thống cửa võng - hậu cung trang trí toàn hình rồng."
Đình làng Tri Chỉ tọa lạc tại vị trí nào?,"Đình làng Tri Chỉ nằm ở thôn Tri Chỉ xã Đồng Cương, huyện Yên Lạc, tỉnh Vĩnh Phúc."
Đình làng Tri Chỉ cách thành phố Vĩnh Yên bao xa?,Đình làng Tri Chỉ cách thành phố Vĩnh Yên 10km.
Đình làng Tri Chỉ được công nhận là di tích lịch sử cấp quốc gia vào ngày nào?,Đình làng Tri Chỉ được cấp bằng di tích lịch sử cấp quốc gia vào ngày 18 tháng 03 năm 1996.
Đình làng Tri Chỉ thờ ai?,Đình Tri Chỉ thờ Khoan Khoáng đại vương.
Lễ hội đình làng Tri Chỉ được tổ chức vào ngày nào?,Lễ hội đình làng Tri Chỉ được tổ chức vào mùng 10 tháng 09 âm lịch.
Diện tích của đình làng Tri Chỉ là bao nhiêu?,"Đình được xây dựng trên một khoảng đất bằng phẳng, với diện tích trên 1.000 m2."
Đình làng Tri Chỉ có kiến trúc gì đặc biệt?,"Đình quay về phía tây nam, có kiến trúc kiểu chữ đinh, gồm 5 gian đại bái, 2 gian hậu cung với tổng diện tích là 278 m2. Mái lợp ngói mũi hài, với 4 đầu đao cong vút theo cách tạo dáng truyền thống của đình làng người Việt, thể hiện đầu rồng vươn cao hướng vào trong, phía dưới được trang trí như cánh sen mở ra phía trước."
Đình làng Tri Chỉ đã qua bao nhiêu lần tu sửa?,"Đình Tri Chỉ đã trải qua nhiều lần trùng tu, lần đại tu lớn nhất vào năm 2009, nâng cấp toàn bộ phần mái và mặt tiền."
"Đình làng Tri Chỉ có những bảo vật, hiện vật quý giá nào?","Đình làng Tri Chỉ còn giữ được nhiều di vật có giá trị: Di vật gỗ gồm có: một cỗ ngai thờ sơn son thếp vàng, cao 1,40 m, một cỗ kiệu bát cống không còn nguyên vẹn chỉ còn hai đòn cái, hai đòn nhỡ, và hai đòn con trang trí hình rồng và các hoa văn cách điệu. Một cây quán tẩy cao 0,8m tạo dáng hình long cuốn thủy và các hình lục lăng, thân rồng uốn khúc lao từ trên xuống miệng há rộng hút nước. Bẩy cây nến phao, 4 cây lớn cao 0,9m sơn son, 3 chiếc nhỏ cao 0,4m. Một sập thờ bốn mặt được trang trí chạm thủng, hoa lá cách điệu. Mâm xà gồm 4 chiếc được trang trí khác nhau với các hình lưỡng long chầu nguyệt, rồng chầu chữ thọ. Chín đài nước sơn son vẽ thếp tứ linh, 2 lộc bình gỗ, 1 vòm sắc, 3 bức đại tự. Di vật bằng đồng gồm có: 2 lư hương cao 0,55m, trang trí hình lưỡng long chầu nhật, sóng nước, hoa văn trên lư hương có đề chữ “Cung tiến đình” hai bên có 2 chữ “Tri Chỉ”. Một đỉnh đồng cao 0,32m, trên có đắp con sư tử ngồi chầu, xung quanh khắc hoa văn. Bốn cây nến phao đồng cao 0,5m có dáng hình nón cụt. Một chiêng đồng kiểu chiêng núm có đường kính 0,5m. Di vật bằng đá gồm có: 2 bia đá, bia hậu cao 0,5m, rộng 0,35m, ghi tên những người công đức góp phần xây dựng đình. Bia thứ 2 cao 0,7m, rộng 0,5m khắc chữ cả 2 mặt."
Những ngôi chùa nào ở tỉnh Vĩnh Phúc?,Chùa Diến Táo (Đạo Đức – Bình Xuyên) nằm ở Vĩnh Phúc.
Những ngôi chùa nào đạt di tích lịch sử cấp quốc gia?,Đình làng Tri Chỉ đạt di tích lịch sử cấp quốc gia.
Chi tiết về các lần tu sửa?,"Đình Tri Chỉ đã trải qua nhiều lần trùng tu, lần đại tu lớn nhất vào năm 2009, nâng cấp toàn bộ phần mái và mặt tiền."
"Chi tiết về các bảo vật, hiện vật?","Đình làng Tri Chỉ còn giữ được nhiều di vật có giá trị: Di vật gỗ gồm có: một cỗ ngai thờ sơn son thếp vàng, cao 1,40 m, một cỗ kiệu bát cống không còn nguyên vẹn chỉ còn hai đòn cái, hai đòn nhỡ, và hai đòn con trang trí hình rồng và các hoa văn cách điệu. Một cây quán tẩy cao 0,8m tạo dáng hình long cuốn thủy và các hình lục lăng, thân rồng uốn khúc lao từ trên xuống miệng há rộng hút nước. Bẩy cây nến phao, 4 cây lớn cao 0,9m sơn son, 3 chiếc nhỏ cao 0,4m. Một sập thờ bốn mặt được trang trí chạm thủng, hoa lá cách điệu. Mâm xà gồm 4 chiếc được trang trí khác nhau với các hình lưỡng long chầu nguyệt, rồng chầu chữ thọ. Chín đài nước sơn son vẽ thếp tứ linh, 2 lộc bình gỗ, 1 vòm sắc, 3 bức đại tự. Di vật bằng đồng gồm có: 2 lư hương cao 0,55m, trang trí hình lưỡng long chầu nhật, sóng nước, hoa văn trên lư hương có đề chữ “Cung tiến đình” hai bên có 2 chữ “Tri Chỉ”. Một đỉnh đồng cao 0,32m, trên có đắp con sư tử ngồi chầu, xung quanh khắc hoa văn. Bốn cây nến phao đồng cao 0,5m có dáng hình nón cụt. Một chiêng đồng kiểu chiêng núm có đường kính 0,5m. Di vật bằng đá gồm có: 2 bia đá, bia hậu cao 0,5m, rộng 0,35m, ghi tên những người công đức góp phần xây dựng đình. Bia thứ 2 cao 0,7m, rộng 0,5m khắc chữ cả 2 mặt."
Chi tiết về lễ hội đình làng Tri Chỉ?,"Hàng năm, vào mùng 10 tháng 09 âm lịch nhân dân trong làng tổ chức lễ hội, với đầy đủ cả phần lễ và phần hội. Phần lễ gồm có các lễ vật của người dân mang đến thờ cúng Khoan Khoáng đại vương. Phần hội dân làng tổ chức bơi thi ở ao đình. Buổi tối có tổ chức nhiều tiết mục văn nghệ đặc sắc với sự tham gia của đông đảo người dân trong vùng."
Chùa Linh Thông tọa lạc tại vị trí nào?,"Chùa Linh Thông cách trung tâm xã Minh Quân 2,5 km, cách huyện Trấn Yên 27 km, cách trung tâm tỉnh Yên Bái 18 km. Chùa nằm ở thôn Tiền Phong, xã Minh Quân, huyện Trấn Yên, tỉnh Yên Bái."
Chùa Linh Thông được công nhận là di tích lịch sử cấp nào?,Chùa Linh Thông được công nhận là Di tích lịch sử cách mạng cấp tỉnh theo Quyết định số 395/QĐ-UBND ngày 25/6/2006 của Ủy ban nhân dân tỉnh Yên Bái.
Chùa Linh Thông thờ ai?,"Chùa Linh Thông thờ Phật qua nhiều thế hệ, trong Chùa có nhiều pho tượng Phật ngự trên tòa sen, tượng Thiền sư Lý Khánh Văn, tượng vua Lý Thái Tổ uy nghi."
Chùa Linh Thông được xây dựng từ vật liệu nào?,"Theo các cụ xưa truyền lại, Chùa Linh Thông được tạo dựng từ lâu đời bằng gỗ lim khang trang, rộng rãi với những đường nét chạm khắc công phu."
"Chùa Linh Thông có những gian, tòa nào?","Chùa có tam quan, có một nhà thờ tổ, một dãy nhà khách và nơi phục vụ ăn, ở, sinh hoạt."
Những sự kiện lịch sử quan trọng nào đã diễn ra tại chùa Linh Thông?,"Chùa Linh Thông là nơi hội họp, cất giấu vũ khí, cán bộ, nuôi quân phục vụ cách mạng. Là nơi diễn ra nhiều cuộc họp quan trọng của Việt Minh, nơi cất giấu vũ khí, lương thực, và là nơi trú ẩn của cán bộ cách mạng."
